Movie_ID,Movie_Name,Industry,Release_Year,Lead_Actor,Lead_Actress,Director,Genre,Budget_Cr,BoxOffice_Cr,IMDB_Rating,Duration_Min,Language,OTT_Platform,Awards_Won,Songs_Count,Sequel,Audience_Score
1179,Movie_119,Mollywood,2001,Actor_383,Actor_10,Director_110,Comedy,214,102.1897983,6,153,,Netflix,13,,No,84.60997661
1169,Movie_190,Kollywood,2019,Actor_155,Actor_368,Director_99,,56,125.7351496,10,112,Tamil,,7,7,No,119.7006395
1325,Movie_255,Mollywood,1994,Actor_175,Actor_214,Director_122,Action,120,173.1926563,6,152,Malayalam,,17,2,,64.38051031
1270,Movie_370,Bollywood,2023,Actor_336,Actor_233,Director_117,Comedy,69,8.891602615,4,192,Telugu,Hotstar,16,6,No,63.18360816
1053,Movie_266,Mollywood,2011,Actor_115,Actor_171,Director_96,Thriller,134,137.9506431,10,131,,,6,,,78.61548352
1490,Movie_149,,2002,Actor_390,Actor_21,Director_67,,181,-57.67288709,,,Tamil,Hotstar,19,1,,54.03407183
1443,Movie_164,,1992,Actor_311,Actor_15,Director_120,Thriller,282,168.9884932,3,112,Telugu,Hotstar,0,,,19.11690759
1100,Movie_140,Mollywood,2009,Actor_300,Actor_368,Director_15,,167,69.21951974,9,152,Malayalam,,8,,No,90.74528779
1480,Movie_347,,2020,Actor_18,Actor_126,Director_17,,156,93.08340635,5,157,Tamil,Hotstar,8,3,,57.73635743
1263,Movie_488,Kollywood,1994,Actor_272,Actor_341,Director_18,Thriller,240,55.57053945,10,199,Malayalam,Amazon Prime,10,6,Yes,91.00235732
1052,Movie_258,Mollywood,2013,Actor_12,Actor_341,Director_115,Thriller,162,96.71617186,10,175,Malayalam,Hotstar,18,9,No,54.78026419
1059,Movie_374,Kollywood,2022,Actor_301,Actor_213,Director_147,Comedy,110,120.4306692,4,116,Malayalam,Netflix,5,1,Yes,72.43558255
1491,Movie_269,Kollywood,1997,Actor_192,Actor_188,Director_76,Action,259,160.3451175,6,149,,Netflix,6,6,No,87.09663895
1107,Movie_181,Tollywood,2013,Actor_232,Actor_172,Director_88,Thriller,117,203.9600614,4,148,Telugu,Netflix,14,2,,91.40701902
1004,Movie_160,Mollywood,2009,Actor_93,Actor_247,Director_197,Drama,34,103.8838836,6,83,Telugu,,19,9,,74.65977335
1102,Movie_351,,2005,Actor_218,Actor_5,Director_152,Action,16,-32.92721907,10,139,Hindi,Netflix,5,2,No,73.66478192
1195,Movie_400,Kollywood,2001,Actor_278,Actor_231,Director_91,Drama,181,204.4517094,8,191,Tamil,,8,3,,82.3941236
1261,Movie_288,Tollywood,2002,Actor_353,Actor_201,Director_48,Comedy,50,-17.75834216,8,159,Malayalam,Netflix,14,2,Yes,79.28339069
1364,Movie_288,Mollywood,2014,Actor_303,Actor_373,Director_158,Thriller,175,66.21946226,6,153,Tamil,Hotstar,5,4,Yes,44.17638932
1479,Movie_380,Mollywood,2021,Actor_29,Actor_149,Director_15,Action,134,60.77147228,1,110,Telugu,,6,4,,44.55835291
1371,Movie_226,Bollywood,2013,Actor_301,Actor_72,Director_175,Thriller,249,100.9246338,1,174,Telugu,Netflix,16,,No,27.81881794
1349,Movie_11,Bollywood,1998,Actor_77,Actor_226,Director_123,,207,-1.078768405,3,93,Malayalam,Hotstar,5,1,No,85.33016002
1046,Movie_10,Kollywood,2012,Actor_9,Actor_74,Director_127,Thriller,230,-4.963910166,2,156,,,8,8,Yes,62.08540453
1354,Movie_271,Bollywood,2002,Actor_24,Actor_307,Director_172,Action,84,98.27832043,1,139,Malayalam,Hotstar,2,5,,86.40394491
1310,Movie_273,Kollywood,2021,Actor_15,Actor_169,Director_98,Thriller,39,36.17675565,1,147,Malayalam,Hotstar,13,8,,78.07421147
1423,Movie_424,,2004,Actor_164,Actor_249,Director_155,Thriller,56,207.6874842,6,189,Hindi,Hotstar,5,6,Yes,49.95146637
1307,Movie_402,Kollywood,,Actor_13,Actor_280,Director_84,Romance,165,55.92959654,7,105,,,3,2,No,67.59555133
1143,Movie_183,Bollywood,1994,Actor_347,Actor_152,Director_192,Romance,88,17.73425744,8,103,Tamil,,15,7,,60.90355897
1268,Movie_457,,2011,Actor_172,Actor_224,Director_41,Action,30,233.7468687,3,135,,Amazon Prime,15,,No,57.81553039
1369,Movie_153,Bollywood,2005,Actor_357,Actor_225,Director_96,Action,229,137.5948986,1,88,Malayalam,Amazon Prime,8,9,No,88.30574651
1123,Movie_488,Kollywood,1999,Actor_327,Actor_38,Director_68,,158,317.3562427,5,114,Malayalam,Amazon Prime,3,7,Yes,120.2148694
1105,Movie_315,Tollywood,2013,Actor_200,Actor_44,Director_5,,297,-53.785135,8,185,Malayalam,Amazon Prime,7,5,No,92.32407283
1157,Movie_334,Mollywood,2007,Actor_378,Actor_185,Director_53,Thriller,99,116.6212703,,158,Malayalam,,7,4,Yes,69.46087265
1146,Movie_124,Bollywood,2007,Actor_76,Actor_241,Director_122,Drama,229,138.8490064,,103,Malayalam,Amazon Prime,5,8,,95.1901552
1144,Movie_473,Kollywood,1996,Actor_164,Actor_331,Director_136,Action,271,102.2258309,4,110,,Netflix,7,6,No,104.258053
1119,Movie_114,,1993,Actor_372,Actor_351,Director_22,Thriller,45,71.03995688,2,162,Malayalam,Amazon Prime,5,5,Yes,42.15258435
1318,Movie_278,Bollywood,2015,Actor_61,Actor_210,Director_106,Drama,137,199.649465,9,145,Telugu,Netflix,13,7,Yes,94.49709523
1274,,Bollywood,1994,Actor_245,Actor_23,Director_7,Romance,70,137.3118199,9,145,Telugu,Netflix,13,3,No,85.39364037
1091,Movie_414,Mollywood,2005,Actor_382,Actor_124,Director_150,,214,-35.13927384,3,120,Hindi,Hotstar,17,9,Yes,93.76238113
1057,Movie_468,Kollywood,2024,Actor_155,Actor_86,Director_46,Action,157,30.45053998,7,115,Tamil,Hotstar,12,4,,86.26574912
1438,Movie_213,Tollywood,2015,Actor_257,Actor_43,Director_30,Thriller,176,6.8796072,1,180,Telugu,Hotstar,14,4,No,65.44541985
1345,Movie_172,,2007,Actor_244,Actor_40,Director_126,Romance,63,90.30735606,8,113,Hindi,Amazon Prime,2,8,,110.6574129
1228,Movie_288,Kollywood,2018,Actor_162,Actor_303,Director_101,Comedy,188,175.9092196,8,,,,5,6,Yes,76.79197217
1473,Movie_435,,2012,Actor_68,Actor_169,Director_144,Romance,184,69.66032738,3,118,Tamil,Netflix,19,1,,61.31345959
1116,Movie_174,Bollywood,2003,Actor_344,Actor_175,Director_79,Thriller,16,79.7502739,5,162,Malayalam,,16,2,Yes,80.1195603
1317,Movie_113,Mollywood,2004,Actor_277,Actor_20,Director_133,,72,21.67822963,4,181,Malayalam,,19,9,Yes,89.44791803
1278,Movie_376,Mollywood,2022,Actor_161,Actor_109,Director_67,Drama,206,160.9073885,7,102,,Amazon Prime,15,6,,71.89522152
1126,Movie_405,Tollywood,2014,Actor_391,Actor_193,Director_23,Comedy,10,198.6118004,,159,Tamil,,5,7,No,77.86272767
1392,Movie_483,Mollywood,2010,Actor_259,Actor_244,Director_189,Comedy,19,97.40458705,7,189,Telugu,,7,9,No,71.76734164
1395,Movie_122,Bollywood,2006,Actor_307,Actor_324,Director_74,,46,226.401501,,123,Tamil,Hotstar,12,3,No,56.79848534
1128,Movie_32,Tollywood,2012,Actor_335,Actor_280,Director_5,Comedy,35,56.47349512,8,149,Hindi,Hotstar,12,5,,53.56351083
1057,Movie_222,Kollywood,2006,Actor_95,Actor_228,Director_151,Action,185,-11.75860755,5,137,,Netflix,19,5,,41.94367427
1121,Movie_119,Mollywood,2003,Actor_246,Actor_36,Director_82,Thriller,266,164.3494824,,138,Telugu,Netflix,16,,,100.3604007
1000,Movie_39,Tollywood,2018,Actor_221,Actor_45,Director_25,Comedy,293,92.3302955,5,105,Tamil,Hotstar,,7,,65.53165504
1238,Movie_497,Bollywood,2009,Actor_123,Actor_386,Director_8,Romance,25,53.50086424,8,101,Tamil,Amazon Prime,2,2,No,1.448497965
1289,Movie_268,,2019,Actor_187,Actor_28,Director_149,Drama,186,106.1336964,5,188,Telugu,Amazon Prime,12,4,No,77.93066159
1095,Movie_233,,2008,Actor_262,Actor_154,Director_2,Thriller,188,-26.75067413,1,190,Hindi,Netflix,6,4,Yes,77.51654209
1125,Movie_431,Bollywood,2002,Actor_273,Actor_23,Director_22,,248,-39.84539775,,167,Hindi,Hotstar,19,8,,32.66864634
1117,Movie_18,Bollywood,2007,Actor_373,Actor_207,Director_72,Romance,153,107.4050843,3,189,Tamil,Amazon Prime,4,,No,53.35207583
1047,Movie_149,,2012,Actor_60,Actor_91,Director_87,Action,260,134.7489992,2,119,Malayalam,,10,3,No,52.47421931
1088,Movie_397,Tollywood,2022,Actor_125,Actor_390,Director_72,Comedy,104,211.5086778,10,164,Telugu,Netflix,17,2,No,55.15464618
1487,Movie_149,,2007,Actor_337,Actor_359,Director_68,Romance,59,170.9310977,5,173,Hindi,Netflix,3,9,No,94.25551723
1236,Movie_126,Bollywood,1998,Actor_341,Actor_38,Director_64,Thriller,190,150.8291569,8,195,Hindi,,19,4,No,67.02244904
1372,Movie_392,Mollywood,2022,Actor_51,Actor_228,Director_94,Romance,90,201.6346685,9,90,Hindi,,6,9,No,61.4553023
1384,Movie_302,Kollywood,2021,Actor_178,Actor_202,Director_19,Action,178,139.1916085,9,196,,Netflix,3,6,,92.44779884
1271,Movie_360,Mollywood,2006,Actor_139,Actor_350,Director_128,Drama,26,72.46387219,1,88,Malayalam,,9,1,Yes,79.9069549
1188,Movie_238,Mollywood,2008,Actor_327,Actor_309,Director_87,Comedy,248,172.9909259,1,91,Hindi,Amazon Prime,0,3,Yes,35.18043484
1486,Movie_135,Bollywood,2016,Actor_170,Actor_254,Director_82,Thriller,64,170.0483945,1,105,Malayalam,Netflix,16,7,,57.66752722
1191,Movie_151,,1995,Actor_39,Actor_38,Director_181,Comedy,108,99.37472663,1,117,Tamil,Amazon Prime,4,9,No,76.43924174
1446,Movie_236,Tollywood,2024,Actor_69,Actor_221,Director_87,Comedy,143,4.015506076,9,194,Tamil,Netflix,16,8,,51.32219732
1068,Movie_224,Mollywood,2023,Actor_236,Actor_187,Director_97,,163,-42.80555673,1,82,,Amazon Prime,2,5,No,110.5910958
1277,Movie_203,,2009,Actor_48,Actor_43,Director_52,Comedy,236,167.3918161,7,176,Malayalam,Hotstar,8,8,No,72.25757527
1348,Movie_256,Tollywood,2014,Actor_381,Actor_359,Director_175,Romance,81,138.2939494,6,94,Telugu,Amazon Prime,2,2,No,54.93247321
1246,Movie_86,Mollywood,1993,Actor_57,Actor_114,Director_82,Romance,22,149.5279065,9,126,,,2,3,No,47.54112713
1450,Movie_150,Tollywood,1999,Actor_277,Actor_260,Director_182,Drama,26,170.3790939,,84,Hindi,Hotstar,8,8,No,88.55055176
1075,Movie_235,,1999,Actor_338,Actor_5,Director_172,Action,188,28.0781509,9,133,Tamil,Netflix,4,9,,57.04276126
1153,Movie_345,Kollywood,2013,Actor_99,Actor_68,Director_97,Thriller,149,-50.13560868,4,103,Tamil,Amazon Prime,9,,,77.59848357
1143,Movie_22,,2010,Actor_15,Actor_228,Director_135,Romance,42,141.2684262,9,90,Telugu,Netflix,14,8,Yes,46.96961286
1434,Movie_348,Bollywood,2000,Actor_325,Actor_123,Director_115,Comedy,285,195.8193549,6,,,Hotstar,11,4,No,71.40395583
1484,Movie_285,Tollywood,2016,Actor_179,Actor_173,Director_92,Action,292,128.1487544,5,198,Malayalam,,5,6,,57.28228204
1085,Movie_269,Kollywood,2005,Actor_332,Actor_336,Director_1,Thriller,147,-18.90826415,9,112,Tamil,,6,5,,63.69211173
1184,Movie_466,Tollywood,2015,Actor_62,Actor_153,Director_63,Thriller,17,119.2551858,7,166,Hindi,,6,4,No,54.07438399
1284,Movie_258,Tollywood,2019,Actor_119,Actor_267,Director_167,Thriller,190,10.02027753,9,153,Telugu,Netflix,3,9,No,90.51252556
1461,Movie_29,Mollywood,2005,Actor_37,Actor_157,Director_19,Thriller,271,-23.39329631,5,136,Telugu,,12,,,60.1799205
1219,Movie_213,Bollywood,1996,Actor_134,Actor_162,Director_31,Drama,273,99.38657584,4,131,Telugu,,14,3,No,67.1308561
1068,Movie_463,Tollywood,2005,Actor_26,Actor_214,Director_77,Thriller,101,112.9998808,10,143,Hindi,Netflix,17,1,,68.09715438
1046,Movie_436,,2024,Actor_8,Actor_398,Director_121,Action,298,92.11023165,3,122,Telugu,Netflix,17,7,Yes,102.2454024
1496,Movie_283,,2005,Actor_4,Actor_376,Director_24,Romance,5,135.0509258,5,171,Malayalam,Hotstar,6,,No,87.80617175
1093,Movie_50,Mollywood,2001,Actor_21,Actor_26,Director_69,Action,299,36.75206231,9,182,Malayalam,,9,8,Yes,85.81361517
1237,Movie_95,Bollywood,2024,Actor_149,Actor_292,Director_193,Comedy,31,106.8544889,3,,,Hotstar,15,3,Yes,38.44226754
1445,Movie_463,Bollywood,2010,Actor_25,Actor_189,Director_161,,40,61.17189514,1,160,,Amazon Prime,7,3,Yes,56.87215225
1499,Movie_499,,,Actor_143,,Director_59,Drama,164,79.86484074,2,123,Malayalam,Amazon Prime,18,6,No,93.77237432
1452,Movie_407,Kollywood,2006,Actor_245,Actor_122,Director_114,Drama,35,121.4730064,10,169,Hindi,Amazon Prime,10,2,Yes,46.58138369
1203,Movie_88,Mollywood,2021,Actor_43,Actor_230,Director_161,Comedy,131,184.7710577,5,168,,Amazon Prime,,6,,71.68027096
1399,Movie_44,Mollywood,1995,Actor_293,Actor_59,Director_160,Action,266,123.383681,3,115,Telugu,Netflix,5,5,,48.69476991
1217,Movie_461,,2013,Actor_185,Actor_96,Director_187,Action,214,149.9207306,6,91,Malayalam,Hotstar,9,7,No,50.70185489
1473,Movie_278,,2016,Actor_42,Actor_262,Director_101,Comedy,154,100.8180379,,135,Tamil,Hotstar,18,9,No,103.6157131
1431,Movie_171,Kollywood,2009,Actor_92,Actor_354,Director_169,,35,744,8,82,Hindi,Netflix,13,9,Yes,84.38541283
1340,Movie_421,Kollywood,2014,Actor_317,Actor_312,Director_12,Thriller,104,182.7037753,6,129,Hindi,Amazon Prime,19,1,No,89.66280456
1038,Movie_189,Bollywood,1991,Actor_398,Actor_136,Director_119,Thriller,223,250.3350308,10,108,Malayalam,Hotstar,5,7,,85.6748296
1099,Movie_353,Mollywood,1998,Actor_324,Actor_350,Director_139,Romance,257,196.8620418,9,187,Tamil,,3,3,,67.21423276
1288,Movie_184,Mollywood,2017,Actor_53,Actor_283,Director_97,Action,175,95.59321963,6,199,Hindi,Netflix,19,4,,56.16806584
1253,Movie_3,,1992,Actor_84,Actor_120,Director_147,Action,261,191.5732926,5,167,,Netflix,14,2,No,61.95819481
1221,Movie_191,Bollywood,2009,Actor_34,Actor_25,Director_182,Comedy,61,143.9233449,4,162,Tamil,,4,1,,66.16347091
1356,Movie_118,Mollywood,1995,Actor_76,Actor_342,Director_57,Comedy,13,51.42316456,2,156,Telugu,Amazon Prime,15,,No,105.5257214
1022,Movie_19,Bollywood,2022,Actor_353,Actor_146,Director_42,Thriller,9,145.0248776,6,95,,Amazon Prime,6,3,Yes,43.27287138
1249,Movie_23,Bollywood,1990,Actor_197,Actor_12,Director_98,Action,118,9.704293311,2,119,Tamil,Hotstar,1,,,58.92677103
1009,Movie_413,,1995,Actor_286,Actor_87,Director_199,Action,269,145.1441081,5,106,Malayalam,,12,9,Yes,51.74073267
1245,Movie_30,Bollywood,2023,Actor_88,Actor_109,Director_31,Drama,177,240.1436974,1,149,Hindi,Hotstar,1,1,,91.13246395
1324,Movie_295,Kollywood,2004,Actor_235,Actor_345,Director_180,Romance,224,165.8092296,3,121,,Amazon Prime,8,3,,107.0757652
1099,Movie_108,Kollywood,2015,Actor_232,Actor_266,Director_2,Romance,209,195.7294189,10,136,Malayalam,Hotstar,19,5,,76.1757272
1289,Movie_367,Tollywood,2003,Actor_7,Actor_222,Director_166,Thriller,28,69.74450519,5,89,Tamil,,4,3,Yes,77.8203167
1179,Movie_281,,1996,Actor_292,Actor_74,Director_32,,174,138.4706123,7,117,Telugu,,2,4,,71.82641846
1222,Movie_128,Tollywood,2020,Actor_38,Actor_333,Director_138,Action,107,155.8531537,8,87,Hindi,,1,4,Yes,78.74957979
1393,Movie_229,Kollywood,2013,Actor_52,Actor_310,Director_105,Drama,64,75.587016,7,97,Hindi,Amazon Prime,13,1,No,85.46310325
1249,Movie_111,Tollywood,2020,Actor_143,Actor_102,Director_136,Action,90,154.696732,7,175,,Netflix,7,6,,78.51281026
1146,Movie_136,,2018,Actor_396,Actor_137,Director_75,Comedy,259,136.3751162,,96,Malayalam,Netflix,19,7,,79.97668657
1441,Movie_362,,2021,Actor_221,Actor_191,Director_105,Thriller,169,155.5852914,2,137,Tamil,Netflix,11,7,Yes,85.50828727
1095,Movie_186,Bollywood,2006,Actor_240,Actor_142,Director_148,,171,17.5939294,6,185,Tamil,Hotstar,16,6,,34.43443797
1256,Movie_144,Mollywood,2003,Actor_143,Actor_357,Director_148,Romance,88,202.0879063,5,145,Malayalam,,15,7,No,70.0401786
1324,Movie_72,Bollywood,,Actor_349,Actor_73,Director_127,Action,206,136.0514349,,123,Hindi,Amazon Prime,5,3,,76.10418084
1492,Movie_129,,2013,Actor_363,Actor_328,Director_9,,94,90.5490888,9,163,Malayalam,Netflix,5,5,No,78.32296361
1003,Movie_364,Kollywood,2016,Actor_382,Actor_167,,Thriller,93,92.47902047,10,153,Tamil,Netflix,17,7,No,66.58227476
1015,Movie_261,Kollywood,2014,Actor_49,Actor_168,Director_15,Romance,124,96.89389691,,88,Malayalam,Hotstar,1,,,73.21503
1279,Movie_3,Bollywood,2021,Actor_277,Actor_54,Director_97,Action,160,33.68586968,4,127,Hindi,Hotstar,7,5,,55.60187191
1335,Movie_449,,2007,Actor_271,Actor_259,Director_105,Drama,192,195.132801,7,118,,Netflix,13,,No,34.50310529
1246,Movie_388,Kollywood,2007,Actor_14,Actor_111,Director_63,Thriller,192,177.048721,,184,Hindi,,1,2,No,89.66274203
1257,Movie_104,,2015,Actor_298,Actor_232,Director_21,Action,266,182.4262986,8,168,Telugu,,16,6,No,47.31256793
1496,Movie_483,Kollywood,1998,Actor_15,Actor_161,Director_5,Romance,56,221.0553347,6,168,Telugu,Hotstar,15,7,,66.79092274
1475,Movie_224,,2024,Actor_234,Actor_352,Director_125,Romance,144,115.1822091,3,167,Malayalam,Hotstar,17,2,Yes,55.01740734
1383,Movie_320,Tollywood,1997,Actor_63,Actor_327,Director_163,Drama,23,-32.45876084,,85,Hindi,,,,,101.7401856
1159,Movie_362,,2009,Actor_196,Actor_19,Director_85,Thriller,79,150.3097004,5,109,Hindi,Hotstar,5,8,Yes,68.40710571
1474,Movie_354,,2011,Actor_27,Actor_290,Director_196,Thriller,234,147.3299779,1,153,Tamil,Hotstar,16,5,Yes,63.79087074
1339,Movie_491,Bollywood,2008,Actor_93,Actor_50,Director_113,,134,224.3066514,8,182,,,17,8,,84.95731737
1151,Movie_473,Tollywood,2019,Actor_105,Actor_175,Director_176,Action,59,186.5667358,,174,Hindi,,13,3,Yes,113.1294834
1395,Movie_10,Mollywood,2017,Actor_309,Actor_302,Director_80,,275,110.7187379,2,97,Malayalam,Amazon Prime,9,2,No,78.11379054
1177,Movie_405,Bollywood,2024,Actor_52,Actor_184,Director_190,Romance,104,88.45504541,10,122,Tamil,Hotstar,3,7,,62.45161077
1162,Movie_384,Mollywood,2000,Actor_319,Actor_185,Director_116,Romance,73,180.2909503,7,112,Tamil,Hotstar,17,5,Yes,83.93187963
1379,Movie_302,Kollywood,2020,Actor_181,Actor_339,Director_163,Drama,21,-112.3957952,9,132,Malayalam,Amazon Prime,10,5,No,38.54641863
1032,Movie_231,Mollywood,,Actor_57,Actor_307,Director_198,Drama,120,119.3119973,1,135,Malayalam,Hotstar,15,8,Yes,70.9285852
1416,Movie_219,,2019,Actor_120,Actor_310,Director_97,Thriller,156,175.652853,4,98,Hindi,Hotstar,3,9,Yes,109.8791531
1444,Movie_411,Mollywood,2012,Actor_308,Actor_346,Director_21,,120,90.31942374,7,166,Hindi,Netflix,18,8,No,73.15494793
1178,Movie_66,Bollywood,2008,Actor_363,Actor_81,Director_80,Romance,34,69.42737104,9,148,Tamil,Netflix,5,,No,72.15555312
1426,Movie_425,Bollywood,2001,Actor_43,Actor_374,Director_39,Action,55,123.5874851,2,105,Tamil,Netflix,7,2,,70.41273081
1100,Movie_112,Mollywood,2004,Actor_135,Actor_156,Director_162,Comedy,64,207.9557346,2,108,,Amazon Prime,17,,Yes,62.09047439
1267,Movie_13,Bollywood,2020,Actor_373,Actor_275,Director_121,Action,233,136.0834907,6,103,Tamil,Hotstar,18,7,,76.28981345
1322,Movie_393,Bollywood,2004,Actor_260,Actor_283,Director_124,Drama,263,45.83813719,3,85,Malayalam,Amazon Prime,17,5,,85.50546023
1064,,Mollywood,2018,Actor_197,Actor_249,Director_143,Action,9,197.3585631,4,133,Malayalam,Amazon Prime,15,7,Yes,63.36359895
1416,Movie_420,Tollywood,2015,Actor_133,Actor_147,Director_6,Romance,32,212.9317203,3,118,,Hotstar,6,3,Yes,20.18496523
1167,Movie_86,Tollywood,1991,Actor_255,Actor_7,Director_194,,258,35.41364777,1,198,Telugu,,16,4,,79.31235011
1329,Movie_234,Kollywood,2009,Actor_220,Actor_157,Director_56,Thriller,235,323.885273,6,83,Telugu,,2,7,No,112.6625215
1042,Movie_90,Bollywood,2004,Actor_336,Actor_171,Director_49,,204,99.94775409,,137,Malayalam,Hotstar,14,2,,62.47477184
1043,Movie_314,Mollywood,1993,Actor_41,Actor_69,Director_92,Comedy,275,175.8740617,,127,Telugu,,3,2,Yes,40.57673234
1284,Movie_54,Bollywood,2011,Actor_388,Actor_94,Director_129,Thriller,50,158.1969756,2,139,Telugu,Netflix,15,1,No,83.54825969
1396,Movie_12,,2012,Actor_255,Actor_369,Director_65,Comedy,32,44.15986758,2,185,,Hotstar,13,1,,104.8766453
1011,Movie_209,Bollywood,2015,Actor_2,Actor_363,Director_28,Comedy,11,63.87791865,7,105,Tamil,Amazon Prime,16,1,Yes,80.58747139
1094,Movie_462,Bollywood,2000,Actor_195,Actor_376,Director_100,Romance,236,105.4166248,5,158,Tamil,Netflix,8,6,No,104.4940011
1301,Movie_14,Tollywood,2017,Actor_242,Actor_186,Director_148,Romance,203,-49.60488789,8,156,Telugu,Amazon Prime,6,5,No,85.87337091
1385,Movie_121,Mollywood,1991,Actor_149,Actor_392,Director_176,Drama,98,165.6782049,2,119,Hindi,,13,,No,84.13701971
1252,Movie_418,Bollywood,1997,Actor_198,Actor_170,Director_72,Drama,86,-51.65969147,10,165,,Hotstar,11,8,Yes,59.63998635
1498,Movie_437,Tollywood,2018,Actor_299,Actor_204,Director_65,Comedy,92,101.1733898,8,156,Telugu,Netflix,16,5,,75.70813782
1241,Movie_377,Kollywood,2000,Actor_245,Actor_42,Director_51,,190,46.26290745,7,135,Hindi,Hotstar,8,1,Yes,69.41058087
1034,Movie_20,Tollywood,2007,Actor_338,Actor_13,Director_171,Drama,247,642,10,118,Hindi,Netflix,11,8,Yes,68.72528559
1214,Movie_75,Tollywood,2003,Actor_108,Actor_154,Director_49,Romance,72,-76.33387083,8,160,,Netflix,11,6,No,64.92269744
1336,Movie_400,Tollywood,1999,Actor_393,Actor_274,Director_153,Drama,191,-32.97595966,,179,Tamil,Netflix,7,8,,74.51226935
1089,Movie_243,Bollywood,2024,Actor_212,Actor_298,Director_74,Comedy,243,52.25933456,3,118,Malayalam,Hotstar,9,2,No,44.07310032
1263,Movie_223,Bollywood,1998,Actor_156,Actor_51,Director_169,Thriller,222,141.5075138,8,127,Hindi,Netflix,11,,Yes,86.23436799
1092,Movie_70,Kollywood,2024,Actor_26,Actor_369,Director_199,,112,117.7278415,6,104,Malayalam,Netflix,4,8,No,52.44509414
1409,Movie_312,,2000,Actor_82,Actor_212,Director_192,,42,184.0225595,2,113,Malayalam,Hotstar,19,6,Yes,64.9945755
1457,Movie_211,,2001,Actor_83,Actor_144,Director_189,Action,280,108.6319759,6,100,,Amazon Prime,0,1,Yes,76.61119786
1089,Movie_101,,1992,Actor_131,Actor_357,Director_12,Drama,14,98.58065324,5,104,Tamil,,8,1,Yes,51.45453163
1417,Movie_186,Kollywood,2003,Actor_329,Actor_3,Director_104,,30,14.27368476,3,168,,Hotstar,14,,No,30.67073875
1114,Movie_132,,2017,Actor_100,Actor_254,Director_81,Romance,52,82.13037298,1,101,Hindi,Hotstar,1,5,,62.33906645
1104,Movie_111,,2000,Actor_256,Actor_335,Director_197,Thriller,18,98.43876485,7,102,Tamil,Netflix,3,7,No,41.37805015
1390,Movie_381,Tollywood,2014,Actor_49,Actor_256,Director_127,Romance,104,-64.38037539,2,104,Telugu,Hotstar,3,4,Yes,84.24621865
1195,Movie_132,Bollywood,2010,Actor_63,Actor_98,Director_14,Drama,191,28.78245263,1,157,Tamil,Hotstar,2,,No,46.92992855
1313,Movie_20,Bollywood,1999,Actor_311,Actor_173,Director_34,Comedy,16,137.0684926,1,157,,,15,5,Yes,99.70311127
1113,Movie_394,Tollywood,2004,Actor_290,Actor_150,Director_48,Action,283,114.359469,7,105,,Hotstar,7,,,69.88414222
1492,Movie_24,Tollywood,2008,Actor_105,Actor_279,Director_61,Action,171,79.75941219,1,183,Malayalam,Netflix,6,3,,71.18348389
1074,Movie_227,Tollywood,2011,Actor_105,Actor_59,Director_35,Thriller,126,1132,9,109,Telugu,,11,2,Yes,30.38737343
1412,Movie_154,Bollywood,2010,Actor_325,Actor_113,Director_119,,99,-39.43103791,6,169,Tamil,Hotstar,11,2,,72.89725258
1375,Movie_293,,2021,Actor_15,Actor_324,Director_65,,29,-74.03051456,4,117,Telugu,Netflix,3,5,Yes,68.39640166
1419,Movie_230,Tollywood,2012,Actor_175,Actor_243,Director_59,,21,75.46498909,4,165,Malayalam,,14,4,No,44.0182193
1216,Movie_469,Kollywood,2002,Actor_259,Actor_310,Director_36,Action,33,638,5,182,Telugu,Hotstar,5,2,No,71.74536678
1276,Movie_310,Tollywood,1994,Actor_211,Actor_57,Director_147,Comedy,76,102.9524271,2,182,Telugu,Netflix,2,5,,62.04153978
1248,Movie_488,Mollywood,1993,Actor_259,Actor_367,Director_42,,274,181.7119815,5,113,Tamil,,6,,,65.66424364
1163,Movie_359,Tollywood,2017,Actor_102,Actor_60,Director_69,Romance,254,5.865006276,2,168,Telugu,Netflix,,9,Yes,70.51763524
1393,Movie_405,Bollywood,2003,Actor_260,Actor_329,Director_147,,299,122.6519596,4,179,Malayalam,,5,8,,60.57091574
1356,Movie_202,Tollywood,1997,Actor_344,Actor_216,Director_107,Comedy,148,617,10,156,Hindi,Hotstar,0,9,,74.92913254
1456,Movie_38,Mollywood,1998,Actor_159,Actor_233,Director_39,Thriller,278,40.61762516,,172,Hindi,Amazon Prime,7,9,,68.26889035
1407,Movie_430,Kollywood,2024,Actor_45,Actor_55,Director_69,Thriller,227,159.5671682,5,185,,,0,8,Yes,79.45536937
1191,Movie_260,,2010,Actor_301,Actor_373,Director_180,Action,79,90.36424037,6,152,Hindi,Hotstar,15,9,No,59.42650812
1226,Movie_188,Tollywood,2007,Actor_251,Actor_208,Director_12,Comedy,106,-10.84273582,6,94,Tamil,,2,4,Yes,48.70160494
1176,Movie_57,Mollywood,2022,Actor_331,Actor_63,Director_83,Romance,24,107.8423666,9,174,,Amazon Prime,1,8,Yes,55.82262943
1098,Movie_429,Mollywood,1997,Actor_165,Actor_184,Director_175,Comedy,121,42.70651868,4,123,Hindi,Netflix,5,2,,98.85313538
1495,Movie_20,Kollywood,2006,Actor_193,Actor_311,Director_36,Romance,178,-15.54641867,5,170,Hindi,Amazon Prime,7,9,No,89.11933052
